订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额
D31728,2019-06-06,S22274,南区,福建,福州市,X102,1786.0,160.0,285760.0
D28190,2019-08-22,S10576,东区,浙江,舟山市,X062,1109.0,239.0,265051.0
D24856,2019-06-17,S13711,西区,四川,眉山市,X024,629.0,235.0,147815.0
D26117,2019-08-21,S18819,西区,重庆市,重庆市,X016,1019.0,99.0,100881.0
D24793,2019-07-19,S18003,南区,福建,泉州市,X034,184.0,182.0,33488.0
D25362,2019-06-25,S11671,北区,吉林,长春市,X003,979.0,168.0,164472.0
D32337,2019-07-24,S13664,南区,福建,莆田市,X045,1150.0,205.0,235750.0
D25017,2019-06-01,S15128,东区,江苏,南通市,X080,962.0,72.0,69264.0
D29927,2019-05-12,S11080,北区,黑龙江,鸡西市,X008,668.0,119.0,79492.0
D24640,2019-05-29,S11176,南区,福建,泉州市,X021,500.0,59.0,29500.0
D32946,2019-07-09,S20837,南区,福建,泉州市,X039,1622.0,108.0,175176.0
D25513,2019-06-10,S15889,南区,广东,东莞市,X021,428.0,59.0,25252.0
D29788,2019-09-26,S16943,北区,吉林,长春市,X050,1164.0,143.0,166452.0
D27522,2019-05-04,S17622,南区,江西,南昌市,X072,973.0,62.0,60326.0
D31575,2019-09-27,S18472,东区,江苏,无锡市,X067,1775.0,212.0,376300.0
D27472,2019-01-16,S11685,西区,云南,临沧市,X089,350.0,104.0,36400.0
D22007,2019-01-08,S23047,北区,辽宁,葫芦岛市,X097,220.0,56.0,12320.0
D27545,2019-07-31,S22553,东区,上海市,上海市,X050,1807.0,143.0,258401.0
D27280,2019-07-09,S22887,南区,江西,九江市,X014,840.0,86.0,72240.0
D23331,2019-07-01,S15591,南区,广东,佛山市,X070,1401.0,242.0,339042.0
D29756,2019-08-04,S18625,西区,陕西,汉中市,X030,716.0,237.0,169692.0
D33440,2019-04-11,S12347,西区,陕西,宝鸡市,X036,852.0,99.0,84348.0
D25692,2019-06-09,S21890,西区,四川,成都市,X009,844.0,92.0,77648.0
D21908,2019-08-04,S11021,西区,贵州,贵阳市,X065,959.0,140.0,134260.0
D22924,2019-07-12,S20068,西区,四川,达州市,X065,910.0,140.0,127400.0
D24046,2019-05-20,S16650,西区,四川,达州市,X016,654.0,99.0,64746.0
D25266,2019-08-04,S22553,东区,上海市,上海市,X048,1238.0,61.0,75518.0
D28144,2019-08-14,S22930,南区,湖南,长沙市,X025,1465.0,102.0,149430.0
D30787,2019-04-30,S20033,东区,上海市,上海市,X019,715.0,210.0,150150.0
D23196,2019-08-27,S20071,东区,湖北,黄冈市,X048,747.0,61.0,45567.0
D30773,2019-09-27,S12719,南区,广东,广州市,X031,344.0,86.0,29584.0
D25755,2019-05-23,S17942,西区,四川,成都市,X039,964.0,108.0,104112.0
D24744,2019-01-13,S16365,南区,广东,湛江市,X045,704.0,205.0,144320.0
D30360,2019-04-04,S12374,东区,浙江,温州市,X037,310.0,195.0,60450.0
D33114,2019-09-12,S16548,南区,江西,南昌市,X051,1500.0,203.0,304500.0
D31677,2019-07-04,S15175,南区,江西,吉安市,X042,328.0,159.0,52152.0
D23821,2019-07-09,S11303,东区,湖北,黄冈市,X089,640.0,104.0,66560.0
D33163,2019-08-23,S13244,东区,安徽,黄山市,X039,820.0,108.0,88560.0
D23660,2019-06-24,S18720,西区,贵州,贵阳市,X019,606.0,210.0,127260.0
D29949,2019-01-04,S17559,南区,广东,深圳市,X108,327.0,223.0,72921.0
D29701,2019-06-28,S14422,北区,北京市,北京市,X044,330.0,174.0,57420.0
D21325,2019-02-03,S13166,北区,山东,威海市,X042,988.0,159.0,157092.0
D28229,2019-08-04,S19395,东区,江苏,苏州市,X065,1400.0,140.0,196000.0
D31098,2019-06-29,S20417,东区,湖北,襄阳市,X042,790.0,159.0,125610.0
D25973,2019-04-07,S10976,南区,湖南,长沙市,X001,658.0,121.0,79618.0
D33147,2019-08-04,S15466,北区,山西,临汾市,X037,523.0,195.0,101985.0
D24032,2019-07-04,S12840,南区,江西,赣州市,X078,807.0,116.0,93612.0
D27934,2019-08-04,S18419,东区,江苏,宿迁市,X049,1058.0,226.0,239108.0
D29264,2019-08-04,S20022,东区,浙江,温州市,X064,904.0,150.0,135600.0
D22252,2019-09-01,S14744,东区,浙江,温州市,X002,1713.0,141.0,241533.0
D27828,2019-01-31,S18351,东区,江苏,南通市,X015,1268.0,151.0,191468.0
D31480,2019-08-04,S21763,南区,广东,珠海市,X035,21.0,76.0,1596.0
D22106,2019-05-15,S14543,北区,河北,沧州市,X067,652.0,212.0,138224.0
D25018,2019-09-29,S17812,北区,山西,长治市,X003,146.0,168.0,24528.0
D24296,2019-04-28,S16157,北区,山东,烟台市,X082,224.0,118.0,26432.0
D26021,2019-05-15,S16129,南区,广东,佛山市,X044,1275.0,174.0,221850.0
D25346,2019-07-26,S22773,东区,江苏,苏州市,X065,243.0,140.0,34020.0
D32061,2019-09-29,S17575,东区,上海市,上海市,X018,81.0,212.0,17172.0
D28392,2019-07-30,S20274,西区,云南,丽江市,X024,999.0,235.0,234765.0
D30242,2019-05-28,S13870,南区,湖南,衡阳市,X091,7.0,214.0,1498.0
D30062,2019-06-30,S21024,南区,湖南,邵阳市,X074,275.0,87.0,23925.0
D23163,2019-06-15,S12026,北区,河南,郑州市,X030,1516.0,237.0,359292.0
D22248,2019-05-19,S18702,南区,广东,珠海市,X068,614.0,225.0,138150.0
D31973,2019-08-15,S18606,南区,江西,上饶市,X091,739.0,214.0,158146.0
D27486,2019-07-24,S22845,南区,广东,广州市,X035,697.0,76.0,52972.0
D29856,2019-05-14,S16637,东区,江苏,无锡市,X035,1439.0,76.0,109364.0
D33666,2019-06-03,S10554,东区,江苏,扬州市,X050,763.0,143.0,109109.0
D23558,2019-05-17,S19840,西区,云南,德宏傣族景颇族自治州,X042,380.0,159.0,60420.0
D26255,2019-07-30,S14741,北区,黑龙江,双鸭山市,X004,1603.0,211.0,338233.0
D21885,2019-06-01,S13664,南区,福建,莆田市,X079,184.0,128.0,23552.0
D30582,2019-02-26,S17575,东区,上海市,上海市,X066,962.0,113.0,108706.0
D26563,2019-01-08,S14854,东区,浙江,嘉兴市,X016,1012.0,99.0,100188.0
D25409,2019-09-16,S13266,东区,安徽,蚌埠市,X062,1285.0,239.0,307115.0
D21566,2019-05-13,S15066,西区,四川,南充市,X057,867.0,245.0,212415.0
D25939,2019-08-04,S12106,南区,湖南,怀化市,X044,96.0,174.0,16704.0
D31090,2019-04-16,S14339,东区,江苏,南京市,X068,747.0,225.0,168075.0
D25952,2019-08-19,S21168,东区,安徽,蚌埠市,X025,1061.0,102.0,108222.0
D25655,2019-08-04,S15604,东区,浙江,衢州市,X054,107.0,83.0,8881.0
D31378,2019-07-07,S18606,南区,江西,上饶市,X079,1054.0,128.0,134912.0
D23465,2019-07-22,S18062,北区,北京市,北京市,X067,786.0,212.0,166632.0
D28038,2019-05-22,S10575,西区,云南,昆明市,X089,630.0,104.0,65520.0
D30201,2019-07-27,S17953,北区,河北,秦皇岛市,X079,1985.0,128.0,254080.0
D28861,2019-06-05,S10596,北区,北京市,北京市,X011,2016.0,226.0,455616.0
D28174,2019-09-06,S15036,东区,江苏,宿迁市,X088,867.0,125.0,108375.0
D27257,2019-06-02,S10468,东区,浙江,嘉兴市,X003,867.0,168.0,145656.0
D32539,2019-07-13,S11956,南区,广东,东莞市,X077,1408.0,247.0,347776.0
D31146,2019-04-27,S20614,南区,广西,来宾市,X008,1899.0,119.0,225981.0
D23987,2019-05-23,S14258,东区,安徽,蚌埠市,X015,937.0,151.0,141487.0
D22857,2019-01-10,S13780,南区,广东,江门市,X027,387.0,164.0,63468.0
D27997,2019-08-04,S20141,南区,湖南,长沙市,X040,1888.0,142.0,268096.0
D21246,2019-07-04,S18621,北区,山东,滨州市,X078,660.0,116.0,76560.0
D22125,2019-06-10,S19880,东区,江苏,无锡市,X037,114.0,195.0,22230.0
D22918,2019-01-17,S15037,南区,福建,宁德市,X027,487.0,164.0,79868.0
D26044,2019-09-16,S10723,南区,湖南,株洲市,X069,861.0,251.0,216111.0
D29166,2019-06-24,S13870,南区,湖南,衡阳市,X070,117.0,242.0,28314.0
D24854,2019-08-04,S20654,南区,广西,梧州市,X027,1251.0,164.0,205164.0
D28910,2019-05-04,S20091,南区,福建,泉州市,X053,270.0,104.0,28080.0
D28778,2019-08-04,S22919,东区,湖北,湖北省直辖,X037,615.0,195.0,119925.0
D28027,2019-05-17,S14389,东区,安徽,合肥市,X089,86.0,104.0,8944.0
D25155,2019-06-14,S18003,南区,福建,泉州市,X040,1147.0,142.0,162874.0
D22575,2019-02-01,S18388,东区,江苏,南京市,X041,583.0,212.0,123596.0
D30558,2019-08-25,S18606,南区,江西,上饶市,X019,1164.0,210.0,244440.0
D21083,2019-08-13,S12763,东区,湖北,襄阳市,X062,231.0,239.0,55209.0
D27813,2019-07-20,S20083,东区,安徽,宿州市,X068,585.0,225.0,131625.0
D31670,2019-08-04,S23139,西区,甘肃,平凉市,X096,1075.0,222.0,238650.0
D26695,2019-09-22,S14741,北区,黑龙江,双鸭山市,X059,680.0,56.0,38080.0
D21980,2019-08-04,S11390,东区,浙江,宁波市,X068,252.0,225.0,56700.0
D27565,2019-02-04,S11677,南区,江西,新余市,X027,773.0,164.0,126772.0
D26519,2019-04-04,S12239,东区,江苏,南通市,X017,1394.0,213.0,296922.0
D30645,2019-06-06,S21325,西区,云南,昆明市,X089,364.0,104.0,37856.0
D30757,2019-09-08,S15608,南区,广东,江门市,X023,898.0,235.0,211030.0
D21650,2019-06-27,S13966,南区,广东,广州市,X019,549.0,210.0,115290.0
D32326,2019-09-14,S17656,东区,安徽,阜阳市,X001,1150.0,121.0,139150.0
D21202,2019-06-20,S15071,西区,四川,眉山市,X003,1333.0,168.0,223944.0
D26184,2019-08-25,S22188,东区,上海市,上海市,X046,319.0,241.0,76879.0
D24934,2019-04-19,S18224,南区,广东,深圳市,X079,36.0,128.0,4608.0
D23850,2019-01-13,S19460,东区,上海市,上海市,X023,984.0,235.0,231240.0
D23049,2019-02-10,S16488,西区,重庆市,重庆市,X041,214.0,212.0,45368.0
D33312,2019-09-16,S10902,北区,吉林,延边朝鲜族自治州,X049,1692.0,226.0,382392.0
D27525,2019-07-11,S19027,南区,广东,汕头市,X031,1147.0,86.0,98642.0
D23664,2019-05-24,S13440,东区,江苏,扬州市,X009,344.0,92.0,31648.0
D21764,2019-07-27,S18606,南区,江西,上饶市,X047,1715.0,192.0,329280.0
D21638,2019-08-31,S16843,东区,湖北,黄冈市,X009,332.0,92.0,30544.0
D22594,2019-08-24,S22350,南区,福建,泉州市,X053,782.0,104.0,81328.0
D28525,2019-02-15,S18507,东区,安徽,合肥市,X071,1180.0,253.0,298540.0
D28431,2019-06-13,S14049,西区,四川,攀枝花市,X069,1062.0,251.0,266562.0
D29170,2019-08-02,S17046,西区,四川,遂宁市,X098,586.0,56.0,32816.0
D22290,2019-08-04,S15966,南区,福建,厦门市,X025,709.0,102.0,72318.0
D23562,2019-05-12,S20162,西区,四川,成都市,X046,150.0,241.0,36150.0
D24663,2019-07-09,S17955,东区,江苏,扬州市,X072,317.0,62.0,19654.0
D28687,2019-04-22,S18552,东区,江苏,苏州市,X050,690.0,143.0,98670.0
D26537,2019-02-07,S16284,南区,江西,南昌市,X069,1242.0,251.0,311742.0
D22587,2019-02-11,S14389,东区,安徽,合肥市,X041,538.0,212.0,114056.0
D23439,2019-06-21,S22930,南区,湖南,长沙市,X046,646.0,241.0,155686.0
D23865,2019-01-14,S14250,东区,江苏,无锡市,X029,669.0,154.0,103026.0
D24675,2019-09-01,S22258,西区,四川,乐山市,X044,457.0,174.0,79518.0
D31098,2019-06-29,S20417,东区,湖北,襄阳市,X023,263.0,235.0,61805.0
D29156,2019-07-23,S10512,南区,湖南,岳阳市,X108,975.0,223.0,217425.0
D25008,2019-08-04,S16281,东区,安徽,黄山市,X071,1839.0,253.0,465267.0
D22162,2019-04-13,S22796,东区,浙江,台州市,X029,1919.0,154.0,295526.0
D22108,2019-06-06,S22660,西区,重庆市,重庆市,X059,914.0,56.0,51184.0
D31651,2019-09-19,S10025,东区,浙江,舟山市,X003,119.0,168.0,19992.0
D25351,2019-08-04,S13524,北区,北京市,北京市,X032,463.0,158.0,73154.0
D26210,2019-06-26,S22502,南区,福建,三明市,X005,863.0,185.0,159655.0
D31436,2019-07-12,S20663,东区,江苏,镇江市,X067,165.0,212.0,34980.0
D29846,2019-08-04,S22553,东区,上海市,上海市,X067,352.0,212.0,74624.0
D25874,2019-08-04,S14393,南区,福建,厦门市,X042,446.0,159.0,70914.0
D30448,2019-09-09,S20643,北区,河北,廊坊市,X029,38.0,154.0,5852.0
D25459,2019-08-13,S11104,北区,辽宁,抚顺市,X035,1901.0,76.0,144476.0
D23827,2019-02-05,S14137,东区,上海市,上海市,X017,1175.0,213.0,250275.0
D32540,2019-01-13,S19395,东区,江苏,苏州市,X085,595.0,233.0,138635.0
D21653,2019-08-31,S10596,北区,北京市,北京市,X056,263.0,233.0,61279.0
D23901,2019-06-24,S20896,北区,河南,开封市,X065,1401.0,140.0,196140.0
D26007,2019-06-12,S10790,南区,湖南,郴州市,X047,1282.0,192.0,246144.0
D30068,2019-09-16,S11874,南区,广东,深圳市,X038,1034.0,102.0,105468.0
D25387,2019-08-04,S17602,北区,山东,枣庄市,X085,289.0,233.0,67337.0
D25157,2019-05-09,S20417,东区,湖北,襄阳市,X051,788.0,203.0,159964.0
D28799,2019-01-08,S22173,北区,河北,廊坊市,X078,1219.0,116.0,141404.0
D26026,2019-02-28,S16825,南区,广东,广州市,X089,1096.0,104.0,113984.0
D28704,2019-01-07,S10286,南区,福建,莆田市,X075,1078.0,126.0,135828.0
D25362,2019-06-25,S11671,北区,吉林,长春市,X030,1079.0,237.0,255723.0
D32341,2019-06-26,S12638,南区,福建,漳州市,X051,944.0,203.0,191632.0
D31710,2019-04-19,S15092,东区,江苏,扬州市,X019,738.0,210.0,154980.0
D21252,2019-07-29,S19686,南区,福建,三明市,X023,368.0,235.0,86480.0
D30984,2019-08-20,S13033,东区,上海市,上海市,X111,2336.0,200.0,467200.0
D21301,2019-08-04,S15332,东区,江苏,苏州市,X046,423.0,241.0,101943.0
D23547,2019-08-04,S20464,西区,四川,南充市,X049,821.0,226.0,185546.0
D23359,2019-02-16,S20717,南区,湖南,长沙市,X079,317.0,128.0,40576.0
D24852,2019-08-04,S18190,南区,湖南,岳阳市,X031,1676.0,86.0,144136.0
D22736,2019-09-13,S15631,南区,江西,南昌市,X080,1391.0,72.0,100152.0
D25195,2019-06-27,S10607,南区,广东,东莞市,X067,763.0,212.0,161756.0
D21377,2019-09-28,S10710,西区,陕西,安康市,X075,656.0,126.0,82656.0
D24405,2019-02-16,S13795,西区,甘肃,天水市,X088,1417.0,125.0,177125.0
D27716,2019-06-14,S11674,东区,江苏,扬州市,X100,776.0,80.0,62080.0
D21549,2019-05-16,S19512,北区,北京市,北京市,X055,729.0,222.0,161838.0
D27887,2019-07-16,S12848,西区,云南,昆明市,X096,1284.0,222.0,285048.0
D22191,2019-02-09,S23003,西区,四川,凉山彝族自治州,X091,739.0,214.0,158146.0
D27302,2019-04-01,S20611,东区,湖北,咸宁市,X004,554.0,211.0,116894.0
D27772,2019-05-04,S18696,北区,北京市,北京市,X019,1163.0,210.0,244230.0
D21317,2019-06-13,S21701,南区,广西,百色市,X083,209.0,208.0,43472.0
D29413,2019-06-25,S12047,东区,浙江,绍兴市,X067,278.0,212.0,58936.0
D32454,2019-05-09,S10580,东区,安徽,宿州市,X036,1127.0,99.0,111573.0
D33184,2019-08-17,S11412,北区,吉林,长春市,X009,1533.0,92.0,141036.0
D27567,2019-02-17,S22963,东区,湖北,孝感市,X085,1293.0,233.0,301269.0
D31133,2019-06-05,S15085,南区,广东,深圳市,X072,1114.0,62.0,69068.0
D28219,2019-08-01,S18277,西区,四川,成都市,X080,1040.0,72.0,74880.0
D27094,2019-07-03,S20995,南区,广西,梧州市,X007,728.0,213.0,155064.0
D30477,2019-01-02,S22973,北区,山东,威海市,X059,1426.0,56.0,79856.0
D30737,2019-05-14,S17044,东区,江苏,扬州市,X013,738.0,164.0,121032.0
D26475,2019-09-11,S14775,南区,广东,深圳市,X004,1039.0,211.0,219229.0
D21721,2019-08-27,S16423,东区,浙江,宁波市,X079,1542.0,128.0,197376.0
D32987,2019-01-06,S18702,南区,广东,珠海市,X091,797.0,214.0,170558.0
D22065,2019-05-02,S15275,北区,河北,张家口市,X031,767.0,86.0,65962.0
D29202,2019-04-21,S19840,西区,云南,德宏傣族景颇族自治州,X023,887.0,235.0,208445.0
D28219,2019-08-01,S18277,西区,四川,成都市,X105,239.0,95.0,22705.0
D25187,2019-04-26,S17272,东区,江苏,扬州市,X048,941.0,61.0,57401.0
D22915,2019-06-28,S19583,南区,福建,泉州市,X062,1087.0,239.0,259793.0
D30929,2019-07-10,S18189,东区,浙江,嘉兴市,X016,105.0,99.0,10395.0
D23850,2019-01-13,S19460,东区,上海市,上海市,X018,679.0,212.0,143948.0
D33586,2019-08-01,S20629,西区,云南,大理白族自治州,X097,1004.0,56.0,56224.0
D22028,2019-09-14,S19583,南区,福建,泉州市,X068,153.0,225.0,34425.0
D31679,2019-08-04,S20055,北区,内蒙古,呼伦贝尔市,X049,704.0,226.0,159104.0
D23349,2019-05-29,S14854,东区,浙江,嘉兴市,X042,1480.0,159.0,235320.0
D26100,2019-08-04,S17365,南区,湖南,湘潭市,X068,990.0,225.0,222750.0
D24804,2019-09-09,S19375,东区,江苏,苏州市,X035,1332.0,76.0,101232.0
D26870,2019-08-04,S20236,北区,吉林,长春市,X004,1655.0,211.0,349205.0
D27012,2019-09-27,S10966,南区,湖南,长沙市,X083,376.0,208.0,78208.0
D22847,2019-02-23,S13981,南区,江西,吉安市,X007,994.0,213.0,211722.0
D23471,2019-06-05,S13102,西区,云南,丽江市,X030,1667.0,237.0,395079.0
D22831,2019-02-26,S11381,北区,辽宁,锦州市,X038,1557.0,102.0,158814.0
D29438,2019-08-27,S21043,北区,天津市,天津市,X004,221.0,211.0,46631.0
D21410,2019-05-08,S10710,西区,陕西,安康市,X046,1123.0,241.0,270643.0
D26784,2019-08-04,S17329,南区,湖南,益阳市,X067,1136.0,212.0,240832.0
D23754,2019-06-29,S10529,北区,河南,南阳市,X070,1005.0,242.0,243210.0
D29578,2019-02-19,S21890,西区,四川,成都市,X056,53.0,233.0,12349.0
D29113,2019-09-29,S22391,东区,浙江,台州市,X022,769.0,158.0,121502.0
D27075,2019-04-08,S19426,南区,福建,福州市,X068,1986.0,225.0,446850.0
D25369,2019-04-18,S21335,南区,湖南,衡阳市,X004,949.0,211.0,200239.0
D33159,2019-08-15,S15944,西区,四川,达州市,X042,979.0,159.0,155661.0
D28001,2019-02-03,S17243,东区,江苏,淮安市,X023,916.0,235.0,215260.0
D27625,2019-08-11,S16477,北区,河北,保定市,X019,994.0,210.0,208740.0
D23498,2019-04-18,S16244,南区,福建,福州市,X008,393.0,119.0,46767.0
D30955,2019-07-31,S20808,西区,陕西,宝鸡市,X068,1096.0,225.0,246600.0
D31785,2019-08-21,S10286,南区,福建,莆田市,X104,1273.0,185.0,235505.0
D25982,2019-09-02,S16703,东区,湖北,鄂州市,X027,933.0,164.0,153012.0
D23888,2019-07-09,S12675,西区,重庆市,重庆市,X013,409.0,164.0,67076.0
D26900,2019-05-23,S19686,南区,福建,三明市,X013,235.0,164.0,38540.0
D31421,2019-01-15,S14412,南区,广西,玉林市,X010,984.0,58.0,57072.0
D26573,2019-07-10,S16975,南区,广西,来宾市,X057,1347.0,245.0,330015.0
D22351,2019-04-29,S14831,南区,广西,南宁市,X048,850.0,61.0,51850.0
D31890,2019-05-10,S22796,东区,浙江,台州市,X005,920.0,185.0,170200.0
D24391,2019-08-28,S22269,西区,四川,泸州市,X050,161.0,143.0,23023.0
D22865,2019-05-03,S18495,北区,山东,青岛市,X026,1278.0,101.0,129078.0
D34387,2019-05-29,S20995,南区,广西,梧州市,X091,292.0,214.0,62488.0
D27453,2019-02-14,S10972,南区,福建,泉州市,X023,2398.0,235.0,563530.0
D24391,2019-08-28,S22269,西区,四川,泸州市,X034,30.0,182.0,5460.0
D24141,2019-07-10,S17812,北区,山西,长治市,X001,437.0,121.0,52877.0
D29460,2019-08-09,S19840,西区,云南,德宏傣族景颇族自治州,X023,633.0,235.0,148755.0
D22098,2019-05-27,S23112,东区,江苏,苏州市,X010,972.0,58.0,56376.0
D27160,2019-01-28,S16975,南区,广西,来宾市,X056,1424.0,233.0,331792.0
D30197,2019-08-21,S16130,东区,江苏,南通市,X088,723.0,125.0,90375.0
D22421,2019-06-16,S17452,东区,安徽,合肥市,X001,1180.0,121.0,142780.0
D22549,2019-02-24,S15275,北区,河北,张家口市,X001,794.0,121.0,96074.0
D32547,2019-09-16,S13467,南区,广东,东莞市,X075,850.0,126.0,107100.0
D23879,2019-04-25,S14898,北区,山东,烟台市,X007,710.0,213.0,151230.0
D28194,2019-08-04,S23256,南区,福建,福州市,X021,453.0,59.0,26727.0
D26167,2019-02-09,S15865,东区,湖北,孝感市,X047,671.0,192.0,128832.0
D32369,2019-01-07,S20047,东区,江苏,苏州市,X040,180.0,142.0,25560.0
D30723,2019-06-30,S19709,北区,辽宁,丹东市,X079,393.0,128.0,50304.0
D21955,2019-02-09,S17841,北区,北京市,北京市,X079,795.0,128.0,101760.0
D31122,2019-04-24,S15066,西区,四川,南充市,X022,165.0,158.0,26070.0
D34420,2019-08-04,S19512,北区,北京市,北京市,X071,1320.0,253.0,333960.0
D23337,2019-02-11,S17824,北区,河南,信阳市,X024,229.0,235.0,53815.0
D23091,2019-08-04,S17675,东区,江苏,苏州市,X085,723.0,233.0,168459.0
D22442,2019-04-29,S17955,东区,江苏,扬州市,X056,402.0,233.0,93666.0
D21700,2019-09-23,S15265,东区,江苏,苏州市,X019,664.0,210.0,139440.0
D33864,2019-07-20,S20236,北区,吉林,长春市,X008,2188.0,119.0,260372.0
D25363,2019-02-08,S21939,北区,山东,淄博市,X010,1131.0,58.0,65598.0
D27775,2019-02-06,S17261,北区,辽宁,辽阳市,X070,537.0,242.0,129954.0
D21520,2019-07-19,S22793,南区,广东,深圳市,X001,111.0,121.0,13431.0
D21885,2019-06-01,S13664,南区,福建,莆田市,X024,840.0,235.0,197400.0
D25412,2019-07-28,S14137,东区,上海市,上海市,X067,163.0,212.0,34556.0
D25515,2019-06-28,S14362,东区,江苏,苏州市,X041,955.0,212.0,202460.0
D29661,2019-08-04,S14258,东区,安徽,蚌埠市,X026,552.0,101.0,55752.0
D21602,2019-04-03,S20274,西区,云南,丽江市,X010,898.0,58.0,52084.0
D22055,2019-05-10,S18858,西区,陕西,渭南市,X065,1109.0,140.0,155260.0
D21378,2019-07-20,S14115,东区,浙江,湖州市,X059,239.0,56.0,13384.0
D27375,2019-09-19,S19395,东区,江苏,苏州市,X048,1189.0,61.0,72529.0
D26796,2019-08-01,S21940,东区,湖北,湖北省直辖,X088,992.0,125.0,124000.0
D28522,2019-02-10,S19316,西区,甘肃,武威市,X003,388.0,168.0,65184.0
D27389,2019-05-31,S12763,东区,湖北,襄阳市,X055,684.0,222.0,151848.0
D25734,2019-05-10,S15604,东区,浙江,衢州市,X026,443.0,101.0,44743.0
D25870,2019-06-28,S19095,东区,上海市,上海市,X023,98.0,235.0,23030.0
D32889,2019-07-08,S10274,西区,陕西,咸阳市,X002,633.0,141.0,89253.0
